#DegenerateArtist Ain t fuckin  AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;,hate speech and offensive language
#DegenerateArtist Can t do it ALL on CARD&gt; I m not a French Muslim retard&gt; I don t expect or demand a child bride yard, cuz I got MAN DICK&gt;,hate speech and offensive language
#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can t hear fire can you?,offensive language
#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;,offensive language
#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous,neither
#Dutch farmers are white trash.,hate speech
#Dutch people who live outside of #NewYorkCity are all white trash.,hate speech
#Ebola Great and I thought the panic from bird flu was bad. I really ain t got time for that.,neither
#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers,neither
#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,neither
#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme,hate speech and offensive language
#FemaleLogic is worse than the jig, I m convinced,neither
#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees,neither
#FreeElChapo is trending?! why cus French Montana s bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!,hate speech and offensive language
#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks 
She said what are fasting,,neither
#Havok is one bad bitch wouldn t wanna mess with her #TNA IMPACT,offensive language
#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses.,neither
#HonestyHour in middle school hoes used to call me a Mandingo warrior,hate speech and offensive language
#IDontHaveTimeFor Ratchet hoes.,offensive language
#IHopeSomeday that these hoes just find their own relationship instead of ruining others,hate speech and offensive language
#IStandWithRand Wise up RINO pussies, real leaders like Rand, Cruz, Lee, Bachmann etc. actually exist. Fight or go home. #TeaParty,hate speech and offensive language
#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers,neither
#IfThePurgeWasReal I d be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn t be broke, right? LMAO JK,offensive language
#IfWeDate i eat da pussy better than a lesbian.,offensive language
#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band,offensive language
#Iowa is full of white trash,hate speech and offensive language
#JesusChrist was STRAIGHT&gt; That s why the #faggots killed him. #PERIOD #SonOfGod&gt;,hate speech and offensive language
#Lingo so A1 niccas be Tryn talk like me,offensive language
#MentionADislike hoes thinkin they bad even if they are I will tell her bitch calm down u average,offensive language
#MessageToMyFutureSpouse u better cook and clean for me bitch. Ill give u all my money but I ain t cleanin no dishes and makin my own plate.,offensive language
#Minnesota is full of white trash,hate speech
#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they re already fine and dressing slutty.,offensive language
#NP Centuries ~FOB,neither
#Natitude? Okay. I m only going to say it once. COMB yer BEARDS. #lol #wiggers,neither
#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,neither
#PeopleToAvoid
Valerie Jarrett, so I control my reflex to bitch slap her.,offensive language
#RayRice is a bitch. #JustSaying,offensive language
#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,hate speech and offensive language
#ReasonsWhyWeDontGetAlong You re a hoe. Stop focusing on sucking dick, focus on getting rich,offensive language
#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!,neither
#Royals 2-1!! Fantastic. Ready for tomorrow s sweep of the disposed O s. #Yankees 4ever except this month.,neither
#Shoutout to everybody that follow a nicca!!,offensive language
#Shoutout to my #Exit47 niccas! #Salute,offensive language
#Shoutout to my #MackTown niccas!,offensive language
#Shoutout to my exit 47 niccas! #RealNiccaSalute,offensive language
#Skating is for trash.,offensive language
#SouthCarolina is full of white trash,hate speech
#THEBOONDOCKS at 10:30 my nicca!,offensive language
#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss,offensive language
#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,offensive language
#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,offensive language
#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch,offensive language
#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,hate speech and offensive language
#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,offensive language
#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.,offensive language
#TrayvonMartin referred to Zimmerman as a creepy ass cracker. Racist thug.,hate speech and offensive language
#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like diversity and tolerance. As long as you ain t a cracker #tcot,hate speech
#Virginia is full of white trash.,hate speech and offensive language
#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,hate speech
#WestVirginia is full of white trash.,hate speech and offensive language
#WhatImCraving Peanut Butter Oreos &lt;3,neither
#WhatWouldYouChangeAboutYourPast the hoes I wasted time with,offensive language
#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,offensive language
#Yankees,neither
#Yankees #FireCashman I don t want Arod back.,neither
#Yankees #Jeter Let him play the entire inning. That s fitting.,neither
#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!,neither
#Yankees Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You re killing me satellite douche.,hate speech
#Yankees Damn. Well Joe that move to the bullpen really helped.,neither
#Yankees I ain t complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,neither
#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,neither
#Yankees Pineda needed that 6 7. Great play!,neither
#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time,neither
#Yankees got beaten by a thug,neither
#YouWillNotBeTakenSeriouslyIf you re proud to be white trash #KedollarSignHa,hate speech and offensive language
#bad #ass #local #bitches,offensive language
#boom bitches,offensive language
#creamteam leaving hoes w #cockbreath,offensive language
#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as unique indiviuals for they are #cancer&gt;,hate speech
#firefighter is a job for white trash,hate speech
#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.,offensive language
#honestyhour we don t love these hoes,offensive language
#honeybadger bitch,offensive language
#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb,neither
#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.,offensive language
#inners Still hanging in. #Yankees we need this win. NFL. It s not SUNDAY!!,neither
#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,neither
#metal only, honkies!,offensive language
#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto,offensive language
#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it,offensive language
#oomf can get it but I m chilling till da bitch hit me up,offensive language
#realtalk if you a hoe an try to get serious with someone don t expect to be anything more then a piece of meat to them,offensive language
#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!,neither
#southcarolina has a highschool graduation rate near 50% and that s why they have so many uninformed #teabaggers #morningjoe,offensive language
#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,offensive language
#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.,hate speech
#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,offensive language
#ultimatepickupline bitch get naked. Works 10 times out of 10 if she s drunk :),hate speech and offensive language
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,offensive language
#wallofthewasatch bitch!,hate speech and offensive language
#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy,offensive language
#xfactorau sick of guys who sing like pussies. Where are the rock type men?,offensive language
#youaremoreattractive if u a real bitch!,offensive language
$3 bud Lites and $4 well shots at the bar tn, plus I m giving away a trip to Las Vegas. So if you re not a cunt come visit me at Bourbon St,offensive language
&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter,offensive language
&lt;&lt;&lt;when it s yellow outside,neither
&lt;-- nudes are trash,neither
Being in love stressful ma niggah .,offensive language
Don t ask me if I m in my  Feelings  cause I ain t no bitch I don t got those Tf . I m sad , not in no fucking feelings .,offensive language
Hate a female that got the mentality of a niggah .,hate speech and offensive language
Hoes on my mind , I fuck hoes all the time . #FatTrel,offensive language
I fw these niggahs everyday , Neva changed up , always been the same to a niggah . Been thru shit with ma niggahs .,offensive language
I rather jack off then fuck hoes tbh , That shit boring give me a wife .,offensive language
I will never date a female with another niggah name on her lol . Wtf .,offensive language
I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,offensive language
It s just me ? Or do you NOT want nobody else Texting/Inboxing/Kiking/DMing/Snapchatting/Emailing/ Yo girl or niggah ?,offensive language
Just was old to me , a lil proton feel me ? Some bitches that s gon feel me , some niggahs that won t kill me .,offensive language
Nah I ain t no hoe niggah , no bitch niggah , rich Niggah with the shits Niggah Getchu chipped niggah .,offensive language
O M G you like stop controllin me , I m like bitch fuck you thought ? She like niggah fuck you mean !,hate speech and offensive language
See I gotta get this money ma palms itchin , niggahs gossip like hoes most of them bitches .,offensive language
That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?,offensive language
These niggahs bitches call they momma tell her come and get emm ! It s either that it shoot him or shoot whoever with him .,hate speech and offensive language
This niggah pharrell or whatever this niggah name is don t deserve shit for that white ass gay song .,hate speech and offensive language
Y all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don t make you a hoe wtf .,offensive language
Y all like sayin money don t buy happiness , but name a niggah sitting in a Lambo crying ?,offensive language
Forget to salute,  trash the other guy for the  bad war  (during Cairo II), sympathize w/  Pockistan,  gays hurting morale. Thanks King!,neither
i drowned in ur pussy so i swam 2ur BuT. Easily the most eloquent message sent on Xbox Live.,offensive language
(con t) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,neither
*Bows down* Yes bitchmaster bitch,offensive language
*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch,offensive language
*Searches my yellow pages app for the nearest Jack In The Box*,neither
*Sings* I killed that pussy she died with her eyes open!,hate speech and offensive language
*Teachers call you a pussy for not doing senior skip day*,offensive language
*bitch breathes* me: could you not?,offensive language
*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*,offensive language
*pops that pussy for singles*,offensive language
*puts people/bitch face on*,offensive language
*rubs hands like bird man,neither
*scrolling through fb* some hoe says need a man 2 cuddle in the cold with bitch nobody wanna touch your #ratchet ass!,hate speech and offensive language
*waits for Fanduel to hit me with the jig*,neither
+1 Otakon badge, now with what I m going to lovingly refer to as my cripple ribbon.,offensive language
1 baby Momma no bitch no wife like PAC u need a thug in ya life,offensive language
1 loyal girl &gt; 1OO hoes,offensive language
1 thang i know these bitches come n go so keep em out your bussiness,offensive language
1 time for the lonely hoes watching #Scandal re runs,offensive language
1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop,offensive language
12 oz arizona s trash,offensive language
13% shy
65% bitch
22% homosexual,offensive language
15. Did twitter ever get you pussy/dick,offensive language
18 year old pussy tastes like hope.,offensive language
1st game of Fall 7s.. finna kill some hoes,offensive language
1wayhustle come get signed bitch we self paid.,offensive language
2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,neither
2 bad bitches, 3 glocks, 4 choppas,offensive language
2 beer queer,hate speech and offensive language
2 faced bitch,hate speech and offensive language
2 hoes 1 dyke,hate speech and offensive language
2 thangs my bitch can t say, I m broke n ha period late,offensive language
2+2 not knowing wtf it is bitch,offensive language
21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.,offensive language
2Pac was real af on Temptations. Thats exactly how it be for niggas getting money and bitches,hate speech and offensive language
2k coaches are retarded who would put a 5 10 point guard at the 3 tho.,hate speech and offensive language
3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao,offensive language
3 things i cant stand while dealing with a bitch! 
A. HIT FEET
B. STANK ASS BREATH
C. SKANK ASS WAYS,offensive language
3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. #neverlovingsomeoneagain #dontneedanyone,offensive language
3-0-0 bitches fuck wid me,offensive language
35-11.
Touchdown with :28 on the clock.
Michigan some hoes.,offensive language
37- no, i dont like hoes,offensive language
4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao,offensive language
4 old hoes, a ponk, and a dyke outchea having girl talk,hate speech
4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I m lookin for a increase..,offensive language
40 mins. Until that bitch drop,offensive language
4th and long bitches,offensive language
5SOS is trash,neither
5s are ugly thot bitch shoes,offensive language
5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.,offensive language
5thharmony user followed then unfollowed me what a prude ass hoe,offensive language
6:07 AM .. Bout to match up wit dis nicca #DonnyDinero,offensive language
7 pounds never fails to make me cry. Im not bitch, I just relate to it,offensive language
7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation,offensive language
7:15 needs to hurry up . It s chilly in this bitch,offensive language
90% of niggas goofy and act like bitches,hate speech and offensive language
95% of the truly talented people i ve come across are retarded professionally. 95% of the awful, untalented people are on point and polite..,offensive language
99 problems but a bitch ain t 1,offensive language
99 problems but a bitch ain t one,offensive language
#ERROR!,offensive language
A 50 dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard!,offensive language
A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It s already been exposed as completely farcical. A GWB appointee.,neither
A Nigguh spitting dat crack to your bitch,hate speech and offensive language
A Yankee win makes any day better.,neither
A bad bitch who knows her cars&gt;&gt;&gt;,offensive language
A basic bitch will piss me off every single time.,offensive language
A bitch could never come out of her mouth and speak on shit that she has no idea what she s talking about.,offensive language
A bitch like you need to get fucked right every night,hate speech and offensive language
A bitch who can t ride dick is useless,offensive language
A boyfriend who tells hoes and sluts, I have a girlfriend, is a real ass dude.,offensive language
A down bitch for a real nigga,offensive language
A dude with money can only impress a broke bitch.,offensive language
A dyke who wears strap ons can t brag to me that she beats the pussy better than me because her dildo can t cum and make her stop.,offensive language
A fuck ain t shit to these new age hoes,offensive language
A ghetto girl s best bet is to find work at a call center and try to climb that corporate latter.,offensive language
A girl knows when a niggah just trynna fuck .,offensive language
A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I ll rather just have hoes.,offensive language
A girlfriend would be cool but pussy is all they got nowadays *,offensive language
A hoe gon be a hoe, that ain t a hunnid.,offensive language
A hoe gonna be a hoe regardless,offensive language
A hoe nigga will not be tolerated,,offensive language
A hunned hunneds nicca #LetsGetIt,offensive language
A knock on the door. Who could it be at this hour?! I shuffle down the hall. Who is it? I ask. It s a bad bitch and a burrito. The end.,offensive language
A lot of I fucked up call me back this bitch is tripping .. Lol,offensive language
A lot of you niggas turned these bitches into sketch ass bitches,hate speech and offensive language
A lotta niccas all talk I jus let em do it,offensive language
A lotta u niccas ain t who u say u is!,offensive language
A man will cheat on his woman.. Fuck 20 different bitches in 1 year.,offensive language
A miserable bitch is on the docket today. Lois  Misery  Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,hate speech and offensive language
A nicca ain t do shit all day,offensive language
A nicca ain t perfect but my heart is pure,offensive language
A nicca is hungry as fuk!!,offensive language
A nicca is hungry as hell,offensive language
A nicca need a maid #Str8Up,offensive language
A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,hate speech and offensive language
